DATE_KEY,Year,Quarter,Month,Day,Sum of DAY,Sum of MONTH,MONTH_NAME,Sum of QUARTER,Sum of YEAR,DAY_NAME
ab4946738415af86b5e3cee69b13301f,2013,Qtr 2,May,13,13,5,Mayth,2,2013,Day
abc0c3928eca59906d9e88433e5105be,2012,Qtr 1,March,21,21,3,Marth,1,2012,Day
abe94c2111c58e9c9672602d41bce66e,2013,Qtr 3,August,25,25,8,Augth,3,2013,Day
ac15b60491fe99190c0248790e690757,2013,Qtr 2,April,2,2,4,Aprth,2,2013,Day
ac203ebd768c37b8ea6931e800115ae2,2012,Qtr 3,September,22,22,9,Septh,3,2012,Day
acc20902004de8acdd3eee04bfe5f91a,2013,Qtr 1,January,10,10,1,Janth,1,2013,Day
ad0b7f5ad35732646f1e5f67418d5995,2013,Qtr 2,June,14,14,6,Junth,2,2013,Day
ad2d8c85f4c05bcb0bd6f990bd634d72,2011,Qtr 2,April,26,26,4,Aprth,2,2011,Day
ad4fbe0c82c7e5968d4cf22c2ad19e28,2013,Qtr 1,February,25,25,2,Febth,1,2013,Day
ad9d849aa74e54742c555c19900c6f1e,2012,Qtr 1,March,8,8,3,Marth,1,2012,Day
af04e65ff21d922e75b51466fd45d408,2012,Qtr 4,November,10,10,11,Novth,4,2012,Day
af0f2c97be3051a37eaf670bbd7408f8,2012,Qtr 2,June,1,1,6,Junth,2,2012,Day
af1457846a79173ef71dd9d5dd69805a,2013,Qtr 2,June,29,29,6,Junth,2,2013,Day
af72a655addfd9c5fe31f98036f50911,2011,Qtr 2,May,30,30,5,Mayth,2,2011,Day
afdb67129022ab285264def615fa587a,2012,Qtr 1,January,26,26,1,Janth,1,2012,Day
b0241b451647f25db5f52074445d820c,2013,Qtr 3,August,27,27,8,Augth,3,2013,Day
b0533b36d073e7b905a5da8878aaa59c,2011,Qtr 2,June,30,30,6,Junth,2,2011,Day
b072685f839bf660f163321d570bd4df,2011,Qtr 3,September,17,17,9,Septh,3,2011,Day
b0950d12c62d3aeda81b2e8d06f2aef4,2013,Qtr 4,December,30,30,12,Decth,4,2013,Day
b0a28b9424a894b803da41df596f0291,2012,Qtr 3,August,2,2,8,Augth,3,2012,Day
b0b2c17e5682f78d8fc262463fd0a4f3,2013,Qtr 2,May,26,26,5,Mayth,2,2013,Day
b0d346be9fa7508e21d5c500b97e6b7a,2012,Qtr 1,January,2,2,1,Janth,1,2012,Day
b17aa434fc2718b9cd1a0d02141e0641,2011,Qtr 2,April,24,24,4,Aprth,2,2011,Day
b1ad26241c636eff92eee5bae93235ce,2012,Qtr 4,November,12,12,11,Novth,4,2012,Day
b210069485754303767745919c328b97,2013,Qtr 3,August,7,7,8,Augth,3,2013,Day
b21e833d3ead6056f1265f13fe1ff015,2013,Qtr 3,July,3,3,7,Julth,3,2013,Day
b243d2d1c866ff70a41839ea58d11fdb,2012,Qtr 1,March,18,18,3,Marth,1,2012,Day
b2ce0ef2540789e8a6976165b6c917d8,2013,Qtr 4,December,17,17,12,Decth,4,2013,Day
b2d2f5ceb10246b49d6ab4905e6f9753,2012,Qtr 2,May,15,15,5,Mayth,2,2012,Day
b2e85aa5f9c095607e638c7e6e2c694b,2013,Qtr 1,January,29,29,1,Janth,1,2013,Day
b322422d9a721bbdefa133133dd407c1,2013,Qtr 4,October,4,4,10,Octth,4,2013,Day
b34050290c25b0f7b52a2b8f767df87d,2013,Qtr 4,October,20,20,10,Octth,4,2013,Day
b34e643874d56f7909d7abbfa923fb5a,2012,Qtr 2,May,27,27,5,Mayth,2,2012,Day
b34f038fa8756c7f3677882d150ade23,2011,Qtr 4,December,3,3,12,Decth,4,2011,Day
b398f9f9c5791f694aee052dae13609e,2012,Qtr 2,June,19,19,6,Junth,2,2012,Day
b47e9c83e7be8d53bdb2baa76353f95d,2011,Qtr 1,February,1,1,2,Febth,1,2011,Day
b5bd60d2c998267a6b6a11a2521b0b65,2012,Qtr 1,February,23,23,2,Febth,1,2012,Day
b60afd1ea0dbefb3614f3f57badc2959,2012,Qtr 3,September,28,28,9,Septh,3,2012,Day
b60bd79b871d7c3345674370fa4dda03,2012,Qtr 4,November,5,5,11,Novth,4,2012,Day
b626fc8d2e0883d1c28d00d94d2c599f,2012,Qtr 2,May,8,8,5,Mayth,2,2012,Day
b63003b792fb0099f3c299464a2cb4bd,2011,Qtr 2,April,14,14,4,Aprth,2,2011,Day
b673025477c2a9a0524b27adc18ee543,2011,Qtr 3,September,13,13,9,Septh,3,2011,Day
b68fd63ca41d49bfc1b18251202c053f,2013,Qtr 3,September,5,5,9,Septh,3,2013,Day
b6bbe024fcbfd670a10e8dec3cd187f9,2011,Qtr 1,February,2,2,2,Febth,1,2011,Day
b75498e8e390851f18bb4c3cc467c09b,2011,Qtr 3,September,30,30,9,Septh,3,2011,Day
b7d5a5b8cc647eb5c041cfb92957acb2,2012,Qtr 4,October,6,6,10,Octth,4,2012,Day
b81e2439358b70281e1c24b06f6b2f55,2011,Qtr 2,May,31,31,5,Mayth,2,2011,Day
b841e6f2f1d20f20ca7bd238dfd4c300,2012,Qtr 3,August,8,8,8,Augth,3,2012,Day
b8cc77f0099ae7d3a20b9f0b74d70b12,2013,Qtr 1,February,15,15,2,Febth,1,2013,Day
b8d9d66529b0a1e91f6137abcdd065dd,2013,Qtr 1,March,23,23,3,Marth,1,2013,Day
b9178f906541b173529de99dd13c0e85,2011,Qtr 2,April,20,20,4,Aprth,2,2011,Day
b95a9f47dd73bb9b799a31ae04ee7da1,2013,Qtr 4,November,15,15,11,Novth,4,2013,Day
b9836987c405fca6133a2969f25c7398,2012,Qtr 1,February,2,2,2,Febth,1,2012,Day
b988e88fd94a3b47434beeb650cff880,2013,Qtr 2,April,29,29,4,Aprth,2,2013,Day
b9e08b025ef074f1404952480e6fa92a,2012,Qtr 2,April,18,18,4,Aprth,2,2012,Day
b9edfdebe9fb3fad4862841e57e559d8,2012,Qtr 1,January,7,7,1,Janth,1,2012,Day
ba19c22033aaecc6c5dad47f63e5858c,2013,Qtr 3,August,10,10,8,Augth,3,2013,Day
ba48ddec21a526f8db67c8e96a4051bc,2011,Qtr 3,August,21,21,8,Augth,3,2011,Day
ba5216f340c430ae833596806650eed2,2011,Qtr 1,March,1,1,3,Marth,1,2011,Day
ba588be30dd16be47b9647a72fe81700,2012,Qtr 3,July,4,4,7,Julth,3,2012,Day
bb858b10001c01aea17b4e635d0662a2,2014,Qtr 1,January,29,29,1,Janth,1,2014,Day
bbe7548219ab98340a1170c8a2e7847b,2012,Qtr 2,June,7,7,6,Junth,2,2012,Day
bc58efba5e800fb688b34bfde89c24bf,2013,Qtr 1,January,22,22,1,Janth,1,2013,Day
bc6a999cadc90ecb33e51eb0f9009145,2012,Qtr 2,May,18,18,5,Mayth,2,2012,Day
bc711710f4e4dd1cfeafbccb182790a0,2011,Qtr 1,February,17,17,2,Febth,1,2011,Day
bc761b2b7297029a695fbd6dd0470724,2013,Qtr 2,April,16,16,4,Aprth,2,2013,Day
bcecb4362a7ad5f479ac9c9c0f6761bb,2012,Qtr 4,December,13,13,12,Decth,4,2012,Day
bd0ae680b4a62b8b5bdab83f032b2284,2011,Qtr 1,January,13,13,1,Janth,1,2011,Day
bdeaa4898e182be99121455d5c86cce1,2012,Qtr 2,May,16,16,5,Mayth,2,2012,Day
be6c9b96c35f6d80642550df922ea69a,2012,Qtr 1,February,24,24,2,Febth,1,2012,Day
bea2034ab47ba6f72c2dea803bbc3328,2012,Qtr 1,January,15,15,1,Janth,1,2012,Day
bee2b842cd357511cf4c8e509f5af192,2013,Qtr 1,February,6,6,2,Febth,1,2013,Day
bf88ef1a27a7c08ac5123685d7229944,2011,Qtr 3,September,4,4,9,Septh,3,2011,Day
bfe24702a7cb81c4620880adb1bf9ffe,2012,Qtr 4,October,4,4,10,Octth,4,2012,Day
c00aa7441b750e57533585b4ed172f85,2012,Qtr 1,March,31,31,3,Marth,1,2012,Day
c00c38c95aa9544dce6852b834e4e8ab,2012,Qtr 3,September,19,19,9,Septh,3,2012,Day
c045063ec789c07ddd7ad868b7789049,2012,Qtr 4,December,20,20,12,Decth,4,2012,Day
c0ac3608147bb8f049e395b41577e2e4,2011,Qtr 1,February,14,14,2,Febth,1,2011,Day
c0c3930df842a4775c91daa172fcc42d,2011,Qtr 2,April,30,30,4,Aprth,2,2011,Day
c135545cc3f3a739132ffdbc8096f3d4,2013,Qtr 4,October,27,27,10,Octth,4,2013,Day
c164277d605c0bcbcd6b5749ac477b26,2012,Qtr 4,December,15,15,12,Decth,4,2012,Day
c23832fbf23a0e7899927ece4d109c94,2012,Qtr 2,May,19,19,5,Mayth,2,2012,Day
c260b06ffc51ebc422646203046c8eda,2012,Qtr 2,May,22,22,5,Mayth,2,2012,Day
c2b86ddac2beaf8eb5bc83522517930a,2011,Qtr 2,June,16,16,6,Junth,2,2011,Day
c33c6976b463bb3c89443e51c98853bd,2011,Qtr 4,November,11,11,11,Novth,4,2011,Day
c375f33d72ca7161f341c2726e82d67a,2013,Qtr 1,February,26,26,2,Febth,1,2013,Day
c3aa0c1c9cde5a60eae660ee09a2892b,2011,Qtr 2,April,19,19,4,Aprth,2,2011,Day
c4369eefdf9bb8a3f9115e96b40aaf17,2013,Qtr 4,November,1,1,11,Novth,4,2013,Day
c4c454d69a39e60a6f5cf2f97148adad,2013,Qtr 4,December,8,8,12,Decth,4,2013,Day
c507827aa5f4f6bbedf64058461c621b,2013,Qtr 3,September,28,28,9,Septh,3,2013,Day
c53a11f9ff0240a8c60779a9b2b3bc12,2011,Qtr 3,August,12,12,8,Augth,3,2011,Day
c55f055d5165a30d442dcecdc9275b95,2011,Qtr 3,August,15,15,8,Augth,3,2011,Day
c595f6cc53ad9db801808994a1189b6c,2012,Qtr 2,April,16,16,4,Aprth,2,2012,Day
c5a17660293447cbe93ad42b9ba5965c,2011,Qtr 3,July,4,4,7,Julth,3,2011,Day
c5b6ac945db87cf50d20426452434c3a,2011,Qtr 1,February,12,12,2,Febth,1,2011,Day
c5ed53572c667b119dde2fc0f54de602,2013,Qtr 4,December,23,23,12,Decth,4,2013,Day
c5f333101183a33b4b4d94a271add9fd,2012,Qtr 2,June,22,22,6,Junth,2,2012,Day
c660dc308b247ce08aeecd155306bae0,2013,Qtr 2,June,23,23,6,Junth,2,2013,Day
c662479358c8f228c7b04ddb926eb524,2011,Qtr 4,November,5,5,11,Novth,4,2011,Day
c677c7c135ec8863ce920e94467b93e3,2012,Qtr 2,May,3,3,5,Mayth,2,2012,Day
c694f825bbbc9515aa53a3169d7ebce9,2011,Qtr 1,January,23,23,1,Janth,1,2011,Day
c6cff482661a9daa82c86dddcf00c0e4,2012,Qtr 3,August,24,24,8,Augth,3,2012,Day
c6dec085564ebca8c2e300f077425d2f,2012,Qtr 1,January,30,30,1,Janth,1,2012,Day
c7390752782466cfc9a3ed7d3a79e046,2013,Qtr 4,October,19,19,10,Octth,4,2013,Day
c75ebcb138485ff2faa2ca7c6dda6bf5,2012,Qtr 1,January,22,22,1,Janth,1,2012,Day
c79548466fdad0728a9aa092fbad03a7,2011,Qtr 4,December,29,29,12,Decth,4,2011,Day
c7a16e3564a93e8393da22246748d231,2011,Qtr 2,May,1,1,5,Mayth,2,2011,Day
c7ba73dc38a0064ac7ceeef22463d8d7,2011,Qtr 4,December,27,27,12,Decth,4,2011,Day
c82e990b1e68272a09ad5b81d90292bc,2012,Qtr 2,May,28,28,5,Mayth,2,2012,Day
c83e871e48c2716e0f28e60d166a5c98,2013,Qtr 4,December,13,13,12,Decth,4,2013,Day
c87874400b9f907bdf9ea37d75a4b341,2013,Qtr 3,August,31,31,8,Augth,3,2013,Day
c885741a5e3e55c84950327011b70289,2013,Qtr 4,October,30,30,10,Octth,4,2013,Day
c886ecef680be79a8fb0e1da7d50af4b,2011,Qtr 2,April,15,15,4,Aprth,2,2011,Day
c8db84e7a63e3fa5806b462c51f794cd,2012,Qtr 3,August,7,7,8,Augth,3,2012,Day
c8f4a6002944b338d50dcc7eb3b056c8,2012,Qtr 4,December,1,1,12,Decth,4,2012,Day
c926349b55a58d87d7d5008c349fd1e9,2013,Qtr 2,June,25,25,6,Junth,2,2013,Day
c93cdb5d286db70864b70951bb6b1219,2012,Qtr 4,December,7,7,12,Decth,4,2012,Day
c947239f01c6b75acb71b136a7ee0eb3,2011,Qtr 1,March,8,8,3,Marth,1,2011,Day
c96b659647361342a1bb035614c242b1,2012,Qtr 4,December,28,28,12,Decth,4,2012,Day
c9c758d55bdf03ac0820bdda8c88e7f9,2011,Qtr 1,January,27,27,1,Janth,1,2011,Day
c9e159941f9c2ce8daa7b4737e7f8552,2012,Qtr 4,October,28,28,10,Octth,4,2012,Day
ca38f30e56a72f4d0c8d2264322c5862,2013,Qtr 4,October,23,23,10,Octth,4,2013,Day
ca510b577b53d588f80b4fc76030ea52,2013,Qtr 1,February,5,5,2,Febth,1,2013,Day
ca5b8307fa5f2189fb98330a9d65927c,2014,Qtr 1,January,7,7,1,Janth,1,2014,Day
ca904a2445f5f72709798833a74ae7c3,2012,Qtr 2,April,27,27,4,Aprth,2,2012,Day
caa707f97407c07371136aaf471a91d4,2013,Qtr 4,October,8,8,10,Octth,4,2013,Day
cae5717327bee7d74e261c550aa5081f,2013,Qtr 2,May,6,6,5,Mayth,2,2013,Day
cb1acef92aa40abf6c8b8044d9ed1309,2011,Qtr 4,November,15,15,11,Novth,4,2011,Day
cb3217ce33539985968a3e5daaf3e9a9,2011,Qtr 2,May,24,24,5,Mayth,2,2011,Day
cb5cf2f8eca0fe257d74c13a785b98c3,2012,Qtr 2,May,4,4,5,Mayth,2,2012,Day
cbb00636032a355ee463d321ac8ee9fb,2012,Qtr 4,November,13,13,11,Novth,4,2012,Day
cc2547b3671a031a723a4e3e241d0eed,2012,Qtr 3,September,8,8,9,Septh,3,2012,Day
ccb91034934bb047c5f6a32eb289b95b,2013,Qtr 2,June,20,20,6,Junth,2,2013,Day
ccf89c691dabb1412404274596922d90,2013,Qtr 3,September,8,8,9,Septh,3,2013,Day
cd15e5f80ff20dd345bfaa51400dd0d6,2013,Qtr 4,October,1,1,10,Octth,4,2013,Day
cd59b1822cd84a7b984662e762bba828,2011,Qtr 3,August,20,20,8,Augth,3,2011,Day
cd9e79fd7a43f48acc7de09fefb697d8,2011,Qtr 1,February,5,5,2,Febth,1,2011,Day
cdca3a374ce978208e8fe5a77e52729c,2011,Qtr 4,October,16,16,10,Octth,4,2011,Day
ce0250e4c407a28df088d59c0b77cc37,2012,Qtr 4,October,25,25,10,Octth,4,2012,Day
ce08c22f7777768ce4197eab9727516c,2013,Qtr 2,June,24,24,6,Junth,2,2013,Day
ceda4a900d234638ff03b93b262b14e6,2012,Qtr 4,October,21,21,10,Octth,4,2012,Day
ceed546c67e37bbf1b77e495913e2f57,2012,Qtr 3,July,14,14,7,Julth,3,2012,Day
cef496a29639a0ba3d5ad94ef759770a,2012,Qtr 2,May,1,1,5,Mayth,2,2012,Day
cf4f13c16dae1f2408e65c290fefcbaa,2011,Qtr 4,November,9,9,11,Novth,4,2011,Day
cfa82f31e4639f537cf9d0fe9050f93b,2012,Qtr 3,July,27,27,7,Julth,3,2012,Day
cfcb9c0159ca1cf30a8521a2922136e4,2012,Qtr 3,September,6,6,9,Septh,3,2012,Day
cfceb7490eff6e660974507be7c579c6,2013,Qtr 1,February,12,12,2,Febth,1,2013,Day
d01d18dbb9a3e8c7fa02a25b827b052d,2011,Qtr 2,June,3,3,6,Junth,2,2011,Day
d0eb731ed0bf74b4a74041192f7b377e,2012,Qtr 1,February,15,15,2,Febth,1,2012,Day
d0f6d44eeb1872b3e00d9f219db7d91c,2011,Qtr 4,December,16,16,12,Decth,4,2011,Day
d1024973c3d10f08cb9fa1736e6ed8b7,2013,Qtr 3,July,30,30,7,Julth,3,2013,Day
d10ad4e7451df9f235212ada0987c259,2012,Qtr 2,April,12,12,4,Aprth,2,2012,Day
d1638c6e02871b5c4957d2fe848b551a,2012,Qtr 1,February,1,1,2,Febth,1,2012,Day
d194d40a2a86356fa1572b2ef8e36048,2012,Qtr 4,October,3,3,10,Octth,4,2012,Day
d1a0ae4091e3b6f5d980e57269582a68,2011,Qtr 3,August,6,6,8,Augth,3,2011,Day
d27974ca95fd620ac92cf95bf8c1d1f2,2014,Qtr 1,January,10,10,1,Janth,1,2014,Day
d34ba8f5d7fd7d5959a34c283fbec422,2013,Qtr 2,April,7,7,4,Aprth,2,2013,Day
d35624c3724a7f923a0dcae76c01cb28,2012,Qtr 4,October,26,26,10,Octth,4,2012,Day
d37ddfbd511aeb9a1d163babcb308cf0,2011,Qtr 4,December,24,24,12,Decth,4,2011,Day
d3c54b4368c62c2ff11535bf2b677170,2013,Qtr 1,March,25,25,3,Marth,1,2013,Day
d3eeaeda5049634d28ea066923698901,2011,Qtr 3,July,5,5,7,Julth,3,2011,Day
d3f5e9e78b4eff50303cc34a8bd9fa20,2011,Qtr 3,August,31,31,8,Augth,3,2011,Day
d3fa88b8a081356f91911e74ecf7e481,2012,Qtr 1,January,20,20,1,Janth,1,2012,Day
d42ff2e8dfbd670b0e4f7cdb4eb2a548,2011,Qtr 1,February,11,11,2,Febth,1,2011,Day
d4746e41b619da57ee9f1a2e2cc254e8,2013,Qtr 3,August,24,24,8,Augth,3,2013,Day
d4ae40bdb21d7c1f4fee96082340d3a2,2014,Qtr 1,February,9,9,2,Febth,1,2014,Day
d52ca0bab7dda5183154411910401691,2010,Qtr 4,December,30,30,12,Decth,4,2010,Day
d53f9d33cac0a297449a74a10d031570,2013,Qtr 3,July,17,17,7,Julth,3,2013,Day
d5985f40495ba672dff8a99620b879c8,2013,Qtr 4,December,7,7,12,Decth,4,2013,Day
d5bc8f6048b5d9c5610a083b3df65c9e,2011,Qtr 4,October,17,17,10,Octth,4,2011,Day
d5cc3ca31a62986018db87cc11d7c3c0,2012,Qtr 3,August,13,13,8,Augth,3,2012,Day
d612b5fb3f6011688fb0c9927693365a,2014,Qtr 1,January,17,17,1,Janth,1,2014,Day
d630b2db6e8046e30b4728ca862ba4e1,2013,Qtr 2,June,3,3,6,Junth,2,2013,Day
d65fe2f8a3307343bdecec12e6ef15b0,2011,Qtr 1,March,23,23,3,Marth,1,2011,Day
d67506f7b78a628b8ca297a62df67cd7,2011,Qtr 4,November,10,10,11,Novth,4,2011,Day
d69d5137102461b560d829e677b972db,2011,Qtr 4,October,9,9,10,Octth,4,2011,Day
d6ab5a0eee939524352092b964d92b84,2013,Qtr 2,April,10,10,4,Aprth,2,2013,Day
d6b9b03542074ed6fb3d7591d5f55f01,2011,Qtr 2,May,8,8,5,Mayth,2,2011,Day
d6cafebfd2db462e512bc5b597cf9232,2012,Qtr 1,January,14,14,1,Janth,1,2012,Day
d6e34f14e6924cef6c0e043d6ab84346,2012,Qtr 1,February,27,27,2,Febth,1,2012,Day
d6ec5bff1a0809822c740ce35792fa7a,2013,Qtr 1,February,23,23,2,Febth,1,2013,Day
d6fb379288416774d139632beb88e26b,2013,Qtr 2,June,27,27,6,Junth,2,2013,Day
d76e0ba1fa041675ae9af958c5b41ae4,2013,Qtr 2,May,11,11,5,Mayth,2,2013,Day
d7a9e1dfc11849db0f8ae23e1daaf243,2011,Qtr 3,August,9,9,8,Augth,3,2011,Day
d7c0b05cc309d4516231ccf0d3417744,2011,Qtr 1,February,15,15,2,Febth,1,2011,Day
d7f57f35d2bad1349ca24a67a2635eea,2014,Qtr 1,January,8,8,1,Janth,1,2014,Day
d842148982d8efbc5cc6f26b41cc7251,2012,Qtr 2,June,28,28,6,Junth,2,2012,Day
d8a4ea0dc4237ee8690ee37b3902fd0e,2013,Qtr 2,April,9,9,4,Aprth,2,2013,Day
d8b441941a26e6828acf8cdaf0d6084e,2011,Qtr 1,January,28,28,1,Janth,1,2011,Day
d8c0cdf6e9755bab216fcb1de9e9a943,2011,Qtr 2,June,17,17,6,Junth,2,2011,Day
d945ec2aae74dbfb829453026b91c235,2013,Qtr 3,July,13,13,7,Julth,3,2013,Day
d97f818d3af6a71df556047f34873d5e,2011,Qtr 2,May,23,23,5,Mayth,2,2011,Day
d9ca82639ba070f97bdfe96c9e85b4c4,2012,Qtr 3,July,24,24,7,Julth,3,2012,Day
d9cd5832ac6226b16d8669df784e8c52,2012,Qtr 4,October,15,15,10,Octth,4,2012,Day
d9f7611cf8d29b48a1d3d8fddb8c5b2e,2013,Qtr 2,May,5,5,5,Mayth,2,2013,Day
da59baff9b2091053d3cbde67efd84ca,2012,Qtr 3,September,24,24,9,Septh,3,2012,Day
da9c4ba6c9a1ae8725389bfd38b5763a,2013,Qtr 1,March,20,20,3,Marth,1,2013,Day
daac5732a7741792804c19340b534bae,2012,Qtr 3,August,12,12,8,Augth,3,2012,Day
db10519e66d9a7b809b91935ad1a696d,2014,Qtr 1,January,20,20,1,Janth,1,2014,Day
db2b287636ac5ebda430de4f3f643b24,2013,Qtr 1,February,11,11,2,Febth,1,2013,Day
db2f6a564b6f5f41253c68874b50962b,2013,Qtr 3,July,28,28,7,Julth,3,2013,Day
dba3e44e23a1d2c2f299811e94db7fce,2013,Qtr 1,March,24,24,3,Marth,1,2013,Day
dbd014c6041b3624cb17ead892c37e4d,2012,Qtr 3,July,28,28,7,Julth,3,2012,Day
dbfd88fff205d4dd875043cc0852f905,2012,Qtr 3,August,10,10,8,Augth,3,2012,Day
dc0af343c9b6d5e1ad6ea6e30e094622,2011,Qtr 2,June,8,8,6,Junth,2,2011,Day
dc4e871b1fb11890821e8f8192f25df1,2012,Qtr 2,June,30,30,6,Junth,2,2012,Day
dca79d69a6b38e95c4b03bfab997796c,2013,Qtr 1,February,19,19,2,Febth,1,2013,Day
dcc3112eacc4c3fa1aaf2ea660552ee7,2011,Qtr 4,October,14,14,10,Octth,4,2011,Day
dcf73f840a50da0145f24e8e0169dc4b,2013,Qtr 4,December,12,12,12,Decth,4,2013,Day
dd10b03a406a44cb52e7d41971c2b941,2012,Qtr 2,April,15,15,4,Aprth,2,2012,Day
dd323e11c7806b56c8b4104210bb4235,2011,Qtr 4,November,16,16,11,Novth,4,2011,Day
ddb42f46f96f9e6cff404ed309f79051,2011,Qtr 3,September,6,6,9,Septh,3,2011,Day
ddc7146176eec240951e44da05d5f12b,2012,Qtr 4,December,14,14,12,Decth,4,2012,Day
ddf2a5b996051378e5e44109810f04c5,2012,Qtr 1,March,26,26,3,Marth,1,2012,Day
ddf982e1176e6263757093cc2f312cd3,2011,Qtr 3,July,13,13,7,Julth,3,2011,Day
de0ec1db92da84eb75354f77c92b4831,2012,Qtr 2,April,11,11,4,Aprth,2,2012,Day
de22d232bbe84481579f6252f1e7091d,2013,Qtr 2,May,18,18,5,Mayth,2,2013,Day
de3a4af731cd077daa2beb37e580c57f,2012,Qtr 1,January,21,21,1,Janth,1,2012,Day
de5009f9bf3e9725d2381f4a5e913111,2013,Qtr 4,October,11,11,10,Octth,4,2013,Day
dead1d7c916f42221e22a897aa6fc980,2011,Qtr 2,April,23,23,4,Aprth,2,2011,Day
debbb2493c6588799fc787e1854bcda5,2013,Qtr 2,May,28,28,5,Mayth,2,2013,Day
decf9fc89a1038c423f1bef01a953ac9,2012,Qtr 4,November,4,4,11,Novth,4,2012,Day
dee9eae0b6c5fbb75435e16238307e35,2011,Qtr 4,December,14,14,12,Decth,4,2011,Day
deff8ad81a213d1110c1f409a7f40fcd,2013,Qtr 1,February,27,27,2,Febth,1,2013,Day
df09a3a727ac0f29208c5ef3bf7625e6,2014,Qtr 1,January,14,14,1,Janth,1,2014,Day
df595e3c678d4fae23ce174fe747165e,2013,Qtr 2,June,10,10,6,Junth,2,2013,Day
dfcee565bb2da80a7b76451a5cd314a1,2013,Qtr 3,September,23,23,9,Septh,3,2013,Day
e03ae3b5ab9ed92e9fc903c440c40118,2012,Qtr 1,March,24,24,3,Marth,1,2012,Day
e0bcd0ff3072dfe15609d6be1529b0b8,2013,Qtr 3,July,5,5,7,Julth,3,2013,Day
e0cd1349b4c6e1b5f14ed427e358c2d0,2013,Qtr 4,November,20,20,11,Novth,4,2013,Day
e0f48f5bd9667361697fd7895dbec731,2011,Qtr 4,December,11,11,12,Decth,4,2011,Day
e0ff70a5e22e7449dab732c95d815720,2011,Qtr 4,December,21,21,12,Decth,4,2011,Day
e10208f8f7fcc7abfebbaa11e0a5d9a5,2011,Qtr 3,July,31,31,7,Julth,3,2011,Day
e1177aa92fd6f143803910e5ee60d40a,2011,Qtr 1,January,30,30,1,Janth,1,2011,Day
e18c2b136f61489c334cb708a5c6d75f,2011,Qtr 4,November,8,8,11,Novth,4,2011,Day
e1c989a8683174b4fd778fa463ff0253,2011,Qtr 4,October,18,18,10,Octth,4,2011,Day
e2bf301e1756834cb191a4103f0de32a,2011,Qtr 3,August,13,13,8,Augth,3,2011,Day
e2f0a420a4c1a9e8e292761f835e0489,2013,Qtr 3,September,14,14,9,Septh,3,2013,Day
e2f7ff887646789ea003d03bc2025325,2013,Qtr 1,February,2,2,2,Febth,1,2013,Day
e326f919619dfb88508877586e312f4c,2011,Qtr 3,September,16,16,9,Septh,3,2011,Day
e348aa55d5b10dd2c23ab2b7ce7e1e5f,2012,Qtr 1,January,12,12,1,Janth,1,2012,Day
e34e7eb0c21a4e95026c6fae15677b7a,2012,Qtr 3,August,15,15,8,Augth,3,2012,Day
e366e24b8ad0b1107528f2f58cd15a81,2013,Qtr 4,December,18,18,12,Decth,4,2013,Day
e41e8ee2e2795c7c1363a9f5054d57d7,2012,Qtr 3,July,8,8,7,Julth,3,2012,Day
e43c329598651187dc896f473b960062,2011,Qtr 2,April,4,4,4,Aprth,2,2011,Day
e488a84b1e74148f72971289cb4e1be9,2012,Qtr 4,November,6,6,11,Novth,4,2012,Day
e4b40b4ba619c72ec5a69caad258d393,2014,Qtr 1,January,11,11,1,Janth,1,2014,Day
e4eb0466781b24d67b81f508aeab70b7,2012,Qtr 1,March,1,1,3,Marth,1,2012,Day
e5114f65ece65e14e7b721dab1e674e0,2013,Qtr 4,October,31,31,10,Octth,4,2013,Day
e52d77ff6cfc92babed59c52d26cc727,2011,Qtr 3,September,28,28,9,Septh,3,2011,Day
e5395ed6218fcdbee3bcf445ea9eaaa3,2011,Qtr 3,July,27,27,7,Julth,3,2011,Day
e56b89db4bdb2b3ba01ca1e3dbaf16ef,2012,Qtr 2,June,6,6,6,Junth,2,2012,Day
e5bf4a4a03e320ed76cf2ca68fa5b4c0,2013,Qtr 1,February,7,7,2,Febth,1,2013,Day
e5cdc2e9be5ecca55f34ea2ebabb8670,2013,Qtr 1,January,7,7,1,Janth,1,2013,Day
e5fd8fa8e14be4aed936908e8f86dc7b,2012,Qtr 4,December,26,26,12,Decth,4,2012,Day
e61ec60837c3a7c01e31ad9b2d857e99,2012,Qtr 1,March,11,11,3,Marth,1,2012,Day
e65d2014d1516aff07ce4e23e98e0e1b,2012,Qtr 2,April,10,10,4,Aprth,2,2012,Day
e7445efc9c2e5f55aee8a2c2b02c9b7a,2011,Qtr 4,October,7,7,10,Octth,4,2011,Day
e7474cc4160afe50284f7f7c3679b3c1,2012,Qtr 4,November,25,25,11,Novth,4,2012,Day
e75396bbc7d812f8ff95e651f11eefcf,2011,Qtr 2,May,19,19,5,Mayth,2,2011,Day
e7df1b3ee078bdcfc260a877f321287d,2013,Qtr 2,June,11,11,6,Junth,2,2013,Day
e82ca4c6beebe812f10fa1041b97a160,2013,Qtr 3,September,21,21,9,Septh,3,2013,Day
e84848120190a8d0e696fbeb15647a74,2013,Qtr 4,November,21,21,11,Novth,4,2013,Day
e84927d3e6cb5062480084b8208ad296,2012,Qtr 2,April,20,20,4,Aprth,2,2012,Day
e871b36e68b0b3d0af9c742d81fef27a,2013,Qtr 4,November,17,17,11,Novth,4,2013,Day
